,school_name,school_city,school_score,school_post_code,address
757,Immaculate Conception,Ancaster,7.2,L9K0C3,470 Kitty Murray Lane
758,John A Leslie,Toronto,7.2,M1N4A7,459 Midland Ave
759,Kedron,Oshawa,7.2,L1H7K5,1935 Ritson Rd N
760,Lydia Trull,Courtice,7.2,L1E3C2,80 Avondale Dr
761,Mary Johnston,Waterloo,7.2,N2T2C6,475 Brynhurst Blvd
762,Milliken Mills,Unionville,7.2,L3R3J3,289 Risebrough Circuit
763,Minesing Central,Minesing,7.2,L0L1Y0,7 Huron St
764,Mother Cabrini,Toronto,7.2,M9C2N9,720 Renforth Dr
765,Mother Teresa,Walkerton,7.2,N0G2V0,81 Cemetery Rd Box 1330
766,Northlake Woods,Waterloo,7.2,N2V2A4,500 Northlake Dr
767,Notre Dame,Newmarket,7.2,L3X1L4,715 Kingsmere Ave
768,Orchard Park,London,7.2,N6G1R6,50 Wychwood Park
769,Orchard Park,Niagara Falls,7.2,L2J3A6,3691 Dorchester Rd
770,Pickering,Pickering,7.2,L1V2P8,2235 chemin Brock
771,Sacred Heart,Langton,7.2,N0E1G0,26 Albert St Box 70
772,Saint-Jean-Baptiste,L'Orignal,7.2,K0B1K0,35 rue Longueuil
773,Saint-Joseph,Wawa,7.2,P0S1K0,101 avenue Churchill CP 220
774,St Anne's,Cornwall,7.2,K6J2H5,607 Surgenor Ave
775,St Anselm,Toronto,7.2,M4G3J9,182 Bessorough Dr
776,St Clement,St Clements,7.2,N0B2M0,3639 Lobsinger Line
777,St Cornelius,Caledon East,7.2,L7C2Z2,16066 Innis Lake Rd
778,St Denis,Toronto,7.2,M4E3B8,67 Balsam Ave
779,St Francis of Assisi,Toronto,7.2,M6G2Y3,80 Clinton St
780,St Jean de Brebeuf,Toronto,7.2,M1B2X2,101 Dean Park Rd
781,St Luke,Oakville,7.2,L6J7G5,2750 Kingsway Dr
782,St Luke,Waterloo,7.2,N2K4G5,550 Chesapeake Dr
783,St Mary,Campbellford,7.2,K0L1L0,35 Centre St Box 1120
784,St Mary,Nobleton,7.2,L0G1N0,75 Greenside Dr PO Box 809
785,St Matthias,Toronto,7.2,M2J2S8,101 Van Horne Ave
786,St Simon Stock,Mississauga,7.2,L5N6X3,6440 Lisgar Dr
787,St Theresa,London,7.2,N6K3E6,108 Fairlane Ave
788,St. Dominic,Cumberland,7.2,K4A0T5,2300 Esprit Dr
789,Sunset Heights,Oshawa,7.2,L1G4G7,1130 Mohawk St
790,Thornhill Woods,Thornhill,7.2,L4J8V6,341 Thornhill Woods Dr
791,Unionville,Unionville,7.2,L3R2H2,300 Main St
792,Walsh,Simcoe,7.2,N3Y4K1,933 St John's Road West
793,Westminster Woods,Guelph,7.2,N1L0G7,140 Goodwin Dr
794,Zone Township Central,Bothwell,7.2,N0P1C0,730 Main St N Box 280
795,Agnew H Johnston,Thunder Bay,7.1,P7C1V6,145 Churchill Dr
796,Algonquin Ridge,Barrie,7.1,L4N9R6,191 Golden Meadow Rd
797,Anne J. MacArthur,Milton,7.1,L9T8J6,820 Farmstead Drive
798,Anson Park,Toronto,7.1,M1M1X5,30 MacDuff Cres
799,Beaumonde Heights,Toronto,7.1,M9V1T1,70 Monterrey Dr
800,Blessed Margherita of Citta Castello,Toronto,7.1,M3L1Z5,108 Spenvalley Dr
801,Brookside,Toronto,7.1,M1X0A3,75 Oasis Blvd
802,Captain R Wilson,Oakville,7.1,L6M4S7,2145 Grand Oak Trail
803,Falgarwood,Oakville,7.1,L6H2H7,1385 Gainsborough Dr
804,First Avenue,Ottawa,7.1,K1S2G1,73 First Ave
805,Forestview,Niagara Falls,7.1,L2H0B9,8406 Forestview Blvd
806,Giles Campus French Immersion,Windsor,7.1,N9A4E8,874 Giles Blvd.
807,Glamorgan,Toronto,7.1,M1P4N4,51 Antrim Cres
808,Hawthorne II Bilingual,Toronto,7.1,M6G1T3,50 Essex St
809,Hespeler,Cambridge,7.1,N3C3J6,300 Winston Blvd
810,Holy Cross,Kemptville,7.1,K0G1J0,521 Clothier Street West Box 250
811,Jean-Paul II,Stittsville,7.1,K2S0A8,5473 Rue Abbott Est
812,Jean-Paul II,Whitby,7.1,L1N2A3,1001 avenue Hutchison
813,John McCrae,Guelph,7.1,N1G1B3,189 Water St
814,Joseph A Gibson,Maple,7.1,L6A1R8,50 Naylon St
815,Kortright Hills,Guelph,7.1,N1C1B5,23 Ptarmigan Dr
816,Lorna Jackson,Woodbridge,7.1,L4H1R1,589 Napa Valley Ave
817,Mother Teresa,Kingston,7.1,K7P2L6,1044 Lancaster Dr
818,Mountsfield,London,7.1,N6C2S4,8 Mountsfield Dr
819,Murray Centennial,Trenton,7.1,K8V5P4,654 County Rd 40
820,Nativity of Our Lord,Toronto,7.1,M9C3T8,35 Saffron Cres
821,Nelles,Grimsby,7.1,L3M1N8,118 Main St E
822,North Kipling,Toronto,7.1,M9V5C7,2 Rowntree Rd
823,Notre Dame,Caledonia,7.1,N3W2M5,35 Braemar Ave
824,Notre-Dame-de-la-Jeunesse,Ajax,7.1,L1S6S5,71 avenue Ritchie
825,Our Lady of Hope,Richmond Hill,7.1,L4E4B8,80 Red Cardinal Trail
826,Pine Grove,Woodbridge,7.1,L4L1R2,86 Gamble St
827,Port Weller,St Catharines,7.1,L2M1W4,273 Parnell Rd
828,Ramer Wood,Markham,7.1,L3P7M8,11 Cairns Dr
829,Riverview Central,Port Lambton,7.1,N0P2B0,3926 Clair Pkwy St
830,S A Cawker,Port Perry,7.1,L9L1P3,16200 Old Simcoe Rd
831,Sacred Heart,Paris,7.1,N3L0A9,180 GRANDVILLE CIR
832,Sainte-Marie,Oakville,7.1,L6K2X3,336 promenade Maurice
833,Saint-Jean,Aurora,7.1,L4G3K4,90 promenade Walton
834,South Dorchester,Belmont,7.1,N0L1B0,48614 Crossley Hunter Line
835,Spencer Avenue,Orangeville,7.1,L9W5E6,15 Spencer Ave
836,St Albert of Jerusalem,Mississauga,7.1,L5N7G6,7185 Rosehurst Dr
837,St Ann,Ancaster,7.1,L9G1W1,24 Fiddler's Green Rd
838,St Basil,Mississauga,7.1,L4W3G1,4235 Golden Orchard Dr
839,St Catherine of Alexandria,Georgetown,7.1,L7G5H7,407 Barber Dr
840,St Elizabeth Seton,Pickering,7.1,L1V6W7,490 Strouds Lane
841,St John Chrysostom,Newmarket,7.1,L3X2S6,800 Joe Persechini Dr
842,St Johns,Burlington,7.1,L7R2H1,653 Brant St
843,St Joseph,Grimsby,7.1,L3M3C8,5 Robinson St N
844,St Joseph's,Simcoe,7.1,N3Y2S8,34 Potts Rd
845,St Louis,Mississauga,7.1,L5J3R3,1450 Lewisham Dr
846,St Matthew the Evangelist,Whitby,7.1,L1R1S6,60 Willowbrook Dr
847,St Patrick,Brampton,7.1,L6P0A2,11948 The Gore Rd
848,St Patrick,Burlington,7.1,L7L4L8,200 Kenwood Ave
849,St Robert,Toronto,7.1,M3H2K2,70 BAINBRIDGE AVE
850,St Thomas Aquinas,Toronto,7.1,M6E3G9,636 Glenholme Ave
851,St Timothy,Kitchener,7.1,N2P1T4,15 Bechtel Dr
852,St Timothy,Toronto,7.1,M2J1Y3,25 Rochelle Cres
853,St Vincent de Paul,Toronto,7.1,M6R1M2,116 Fermanagh Ave
854,Stephen Central,Crediton,7.1,N0M1N0,70042 Goshen Line
855,Sunderland,Sunderland,7.1,L0C1H0,41 Albert St Box 9
856,The Holy Trinity,Toronto,7.1,M8V4B7,6 Colonel Samuel Smith Park Drive
857,The Queen Elizabeth,Perth,7.1,K7H1M4,80 Wilson Street East
858,Vincent Massey,Ottawa,7.1,K1G1N9,745 Smyth Rd
859,Vista Hills,Waterloo,7.1,N2V0B3,314 Sweet Gale Street
860,Wellesley,Wellesley,7.1,N0B2T0,1059 Queen's Bush Rd
861,Wellington Heights,Fenwick,7.1,1C0,9 Alsop Ave
862,Westwind,Stittsville,7.1,K2S2G1,111 Hartsmere DR
863,Williamsburg,Whitby,7.1,L1P1W7,20 Kirkland Place
864,Admiral Collingwood,Collingwood,7,L9Y4N9,15 Dey Dr
865,Ange-Gabriel,Brockville,7,K6V6H9,1515 prom. Kensington
866,Arran Tara,Tara,7,N0H2N0,106 Brook St W
867,Aurora Grove,Aurora,7,L4G6Z5,415 Stone Rd
868,Barbara Reid,Stouffville,7,L4A1S5,130 Hoover Park Dr
869,Belle River,Belle River,7,N0R1A0,370 St. Peter St Box 388
870,Bobcaygeon,Bobcaygeon,7,K0M1A0,30 Balaclava St Box 880
871,Brookdale,Oakville,7,L6L2C3,1195 Bridge Rd
872,Canadian Martyrs,Newmarket,7,L3Y6R5,170 London Rd
873,Carl A Nesbitt,Sudbury,7,P3A3M5,1241 Roy St
874,Castlemore,Brampton,7,L6P0A7,9916 THE GORE RD  9916 The Gore Road
875,Charles-Sauriol,Toronto,7,M6N1A5,55 avenue Pelham
876,College Street,Smithville,7,L0R2A0,132 College St Box 370
877,Devins Drive,Aurora,7,L4G2Z4,70 Devins Dr
878,Empire,Waterloo,7,N2L2M1,83 Empire St
879,Fern Avenue,Toronto,7,M6R1K3,128 Fern Ave
880,Forest Hill,Midhurst,7,L0L1X0,16 Doran Rd
881,Fr Fenelon,Pickering,7,L1W2K2,795 Eyer Drive
882,Grand View,Cambridge,7,N3H3G2,1144 Hamilton St
883,Grapeview,St Catharines,7,L2R6P9,106 First St Louth
884,Greendale,Niagara Falls,7,L2H1K7,5504 Montrose Rd
885,Guardian Angels,Hamilton,7,L8N2Z7,705 Centre Rd
886,Heritage Park,Toronto,7,M1B5J2,80 Old Finch Ave East
887,Holy Name of Mary,St Marys,7,N4X1B2,161 Peel St Box 428
888,Holy Rosary,Toronto,7,M5P2Y1,308 Tweedsmuir Ave
889,Horizon Jeunesse,Mississauga,7,L5J3R2,1445 promenade Lewisham
890,Irma Coulson,Milton,7,L9T8M4,625 Sauve Street
891,J L Jordan,Brockville,7,K6V3B7,294 First Ave
892,John Dearness,London,7,N6H3W6,555 Sanatorium Rd
893,John Dryden,Whitby,7,L1R2A1,40 Rolling Acres Dr
894,King George,Guelph,7,N1E2H5,72 Lemon St
895,King George,Toronto,7,M6S2M2,25 Rexford Rd
896,Marguerite-Bourgeois,Borden,7,L0M1C0,117 chemin Waterloo est
897,Martha Cullimore,Niagara Falls,7,L2J2R7,3155 St Andrew Ave
898,Meadowvale,Toronto,7,M1C1T1,761 Meadowvale Rd
899,Merlin Area,Merlin,7,N0P1W0,21184 Erie St N 160
900,Michaëlle-Jean,Ottawa,7,K2J5A3,11 promenade Claridge
901,Montgomery Village,Orangeville,7,L9W5H6,70 Montgomery Blvd
902,Mountain View,Collingwood,7,L9Y3H1,300 Spruce St
903,N A MacEachern,Waterloo,7,N2L4Z9,580 Rolling Hills Dr
904,Notre Dame,Windsor,7,N9E3A9,2751 Partington Ave
905,Our Lady of Fatima,Cambridge,7,N3C2H5,55 Hammet St
906,Our Lady of Mount Carmel,Niagara Falls,7,L2G5K4,6525 Carlton Ave
907,Our Lady of Sorrows,Petawawa,7,K8H2G7,19 Mohns Ave
908,Parkview,Komoka,7,N0L1R0,10008 Oxbow Dr
909,Percy P McCallum,Windsor,7,N8Y2C2,4195 Milloy St
910,Randall,Markham,7,L3S1E2,50 Randall Ave
911,Regent Heights,Toronto,7,M1L3H1,555 Pharmacy Ave
912,Robert Munsch,Whitby,7,L1R0J2,20 Norista Street
913,Sainte-Jeanne-d'Arc,Brampton,7,L6S4C4,25 rue Laurelcrest
914,Seaforth,Seaforth,7,N0K1W0,58 Chalk North St N Box 609
915,Simcoe Street,Niagara Falls,7,L2E1V6,4760 Simcoe St
916,South River,South River,7,P0A1X0,137 Ottawa Ave Box 370
917,St Catherine of Siena,Ajax,7,L1T3P1,15 Bennett Ave
918,St Catherine of Siena,London,7,N6G5L4,2140 Quarrier Rd
919,St Dominic Savio,Kitchener,7,N2N3A6,3 Westforest Trail
920,St Edward,Toronto,7,M2N2M5,21 Eddfield Ave
921,St Hedwig,Oshawa,7,L1H2R2,421 Olive Ave
922,St John,Toronto,7,M4E1R7,780 Kingston Rd
923,St John Vianney,Windsor,7,N8S1K9,8405 Cedarview St
924,St Joseph,Stratford,7,N5A2Y2,363 St Vincent St
925,St Malachy,Toronto,7,M1E3Y3,80 Bennett Rd
926,St Margaret Mary,Hamilton,7,L8T3V9,25 Brentwood Dr
927,St Marguerite D'Youville,Richmond Hill,7,L4E4L2,121 ROLLINGHILL RD
928,St Mary's,Chesterville,7,K0C1H0,37 Main St Box 429
929,St Matthew,Binbrook,7,L0R1C0,200 Windwood Dr
930,St Matthew,Waterloo,7,N2K3V6,405 Pastern Trail
931,St Patrick's,Woodstock,7,N4S2N6,344 Parkinson Rd
932,St Thomas Aquinas,Keswick,7,L4P3C8,262 Old Homestead Road 19
933,St Timothy,Burlington,7,L7M4C7,2141 Deer Run Ave
934,St. Brother André,Gloucester,7,K1J8G7,1923 Elmridge Dr
935,St. Jean-Marie Vianney,Brampton,7,L6X0S1,75 Jordensen Drive
936,St. John,London,7,N6B1E5,449 Hill St
937,Stella Maris,Amherstburg,7,N9V2X3,140 Girard St
938,Stonecrest,Woodlawn,7,K0A3M0,3791 Stonecrest Rd
939,Sunnybrae,Innisfil,7,L9S1A8,218 Sunnybrae Ave Box 7050
940,Sydenham,Kingston,7,K7L3H7,5 Clergy St E
941,Teston Village,Maple,7,L6A3G1,80 Murray Farm Lane
942,Toniata,Brockville,7,K6V2A4,24 Scace Avenue
943,Westminster,Thornhill,7,L4J2P3,366 Mullen Dr
944,William G Davis,Windsor,7,N8T2H9,2855 Rivard Avenue
945,Woodbridge,Woodbridge,7,L4L1J7,60 Burwick Ave
946,A V Graham,Tecumseh,6.9,N8N2G5,815 BRENDA CRES
947,Ashton Meadows,Markham,6.9,L6C1T5,230 Calvert Rd
948,Ayr,Ayr,6.9,N0B1E0,105 Hall St 1182
949,Brother Andre,Ajax,6.9,L1T4Y4,60 Seggar Ave
950,Bruce T Lindley,Burlington,6.9,L7P4K5,2510 Cavendish Dr
951,Burrows Hall,Toronto,6.9,M1B1M5,151 Burrows Hall Blvd
952,Canadian Martyrs,Toronto,6.9,M4C2Z1,520 Plains Rd
953,Carrefour Jeunesse,Rockland,6.9,K4K1P4,927 rue St-Jean
954,Centennial Central,Comber,6.9,N0P1J0,6420 Taylor Ave Box 10
955,Central Manitoulin,Mindemoya,6.9,P0P1S0,56 Yonge St Box 188
956,Chris Hadfield,Milton,6.9,L9T5P5,1114 Woodward Ave
957,Connaught,St Catharines,6.9,L2R3X7,28 Prince St
958,Cornell Village,Markham,6.9,L6B1B5,186 Country Glen Rd
959,Crossland,Newmarket,6.9,L3X1H8,255 Brimson Dr
960,Dufferin,Brantford,6.9,N3T4C6,106 Chestnut St
961,Edith Cavell,St Catharines,6.9,L2S1L5,1 Monck St
962,Elgin Street,Ottawa,6.9,K2P1M4,310 Elgin St
963,George P Mackie,Toronto,6.9,M1M3B1,60 Heathfield Dr
964,Gladys Speers,Oakville,6.9,L6L2P6,2150 Samway Rd
965,Goodwood,Goodwood,6.9,L0C1A0,4340 Front St
966,Henry Larsen,Gloucester,6.9,K1C5B3,1750 Sunview Dr
967,Highland Creek,Toronto,6.9,M1C1A8,1410 Military Trail
968,Hillcrest,Cambridge,6.9,N3C2T5,31 Renwick Ave
969,Holy Family,Wallaceburg,6.9,N8A1W1,649 Murray St
970,Holy Name,Kingston,6.9,K7L5H6,370 Kingston Mills Road  370 Kingston Mills Road
971,Islington,Toronto,6.9,M9A2H5,44 Cordova Ave
972,J W Gerth,Kitchener,6.9,N2P0A1,171 Appleridge Dr
973,Jacques-Cartier,Kapuskasing,6.9,P5N2T2,8 chemin Brunelle Sud
974,James Morden,Niagara Falls,6.9,L2G5V6,7112 Dorchester Rd
975,Jeanne-Sauvé,Orléans,6.9,K4A2Y7,1917 chemin Gardenway
976,Kateri Tekakwitha,Markham,6.9,L3P4B5,230 Fincham Ave
977,Lake Wilcox,Richmond Hill,6.9,L4E3B5,80 Wildwood Ave
978,Lester B Pearson,Waterloo,6.9,N2K4G5,520 Chesapeake Dr
979,Little Rouge,Markham,6.9,L6B1E8,571 Country Glen Road
980,Malden Central,Amherstburg,6.9,N9V2Y8,5620 County Rd 20
981,Maple Ridge,Orléans,6.9,K4A4B5,1000 Valin St
982,Mapleview Heights,Barrie,6.9,L4N9S9,180 Esther Dr
983,Mountain Ash,Brampton,6.9,L6R3G2,280 Mountainash Rd
984,Norwood Park,Hamilton,6.9,L9A2Z2,165 Terrace Drive
985,Notre Dame,London,6.9,N6H4N1,767 Valetta St
986,Our Lady of Grace,Aurora,6.9,L4G6C4,120 Aurora Heights Dr
987,Pope John Paul II,Hammond,6.9,K0A2A0,3818 Legault Rd 159
988,Pringle Creek,Whitby,6.9,L1N8M1,80 Ribblesdale Dr
989,R A Riddell,Hamilton,6.9,L9C4S9,200 Cranbrook Drive
990,R H Cornish,Port Perry,6.9,L9L1K2,494 Queen St
991,Rogers,Newmarket,6.9,L3Y1G6,256 Rogers Rd
992,Rose des Vents,Cornwall,6.9,K6H2C3,1650  2ième Rue Est
993,Ryerson Heights,Brantford,6.9,N3T0A3,33 Dowden Ave
994,Sacred Heart,Brampton,6.9,L6Z1Y1,24 Kerwood Place
995,Sacred Heart,Parkhill,6.9,N0M2K0,148 Ann St P.O.Box 40
996,Saint-Isidore,St-Isidore,6.9,K0C2B0,20 rue de l'École C.P. 40
997,Saint-Pierre,Sudbury,6.9,P3B3P5,70 rue Wilfred
998,Sam Sherratt,Milton,6.9,L9T4N4,649 Laurier Ave
999,Settler's Green,Mississauga,6.9,L5N2S1,5800 Montevideo Rd
1000,Sharon,Sharon,6.9,L0G1V0,18532 Leslie St
1001,Southwold,St Thomas,6.9,N5P3S5,39261 Fingal Line
1002,Springfield,Mississauga,6.9,L5C2J7,3251 THE CREDIT WOODLANDS
1003,St Eugene,Toronto,6.9,M9P2C3,30 Westroyal Rd
1004,St Gabriel the Archangel,Woodbridge,6.9,L4L5S4,91 Fiori Dr
1005,St James the Apostle,Stoney Creek,6.9,L8J1C5,29 John Murray St
1006,St Joachim,Toronto,6.9,M1L1W3,3395 St Clair Ave E
1007,St John Fisher,Forest,6.9,N0N1J0,44 Main St Box 520
1008,St Lawrence's,Hamilton,6.9,L8L3X3,88 Macaulay Street East
1009,St Margaret,Cambridge,6.9,N1T1V4,210 Cowan Blvd
1010,St Nicholas,Newmarket,6.9,L3X1V5,480 Keith Ave
1011,St Norbert,Toronto,6.9,M3K1R6,60 Maniza Rd
1012,St Paul,Guelph,6.9,N1L1N4,182 Clairfields Dr E
1013,St Paul,Kingston,6.9,K7M3H2,266 McMahon Ave
1014,St Stephen,Stittsville,6.9,K2S0M5,1145 Stittsville Main Street
1015,St Wilfrid,Pickering,6.9,L1X2S9,2360 Southcott Rd
1016,St William,Emeryville,6.9,N0R1C0,1217 Faith Dr. Box 130
1017,St. Mary,Oakville,6.9,L6M0B7,2175 Colonel William Pky
1018,Sts Peter & Paul,Hamilton,6.9,L9A1R5,49 Fennell Ave E
1019,Thamesford,Thamesford,6.9,N0M2M0,130 McCarty St Box 250
1020,Thorndale,Brampton,6.9,L6P1K5,133 Thorndale Road
1021,Treeline,Brampton,6.9,L6P1E7,145 Treeline Blvd
1022,Valley Central,Thunder Bay,6.9,P7J0B8,563 Candy Mountain Drive
1023,Alexmuir,Toronto,6.8,M1V1H6,95 Alexmuir Blvd
1024,Balaclava,Carlisle,6.8,L0R1H0,280 10th Concession East Box 60
1025,Beryl Ford,Brampton,6.8,L6P3N5,45 Ironshield Drive
1026,Blessed Trinity,Maple,6.8,L6A2R2,230 Hawker Rd
1027,Bridgeport,Kitchener,6.8,N2K1K6,59 Bridge St W
1028,Cathcart Boulevard,Sarnia,6.8,N7S2H7,1219 Cathcart Blvd
1029,catholique L'Envol,Trenton,6.8,K8V6V7,45 prom. Johnson
1030,Central,Bowmanville,6.8,L1C1V9,120 Wellington St
1031,Chapel Hill,Orléans,6.8,K1C6G9,1534 Forest Valley Dr
1032,Charles G Fraser,Toronto,6.8,M6J2K6,79 Manning Ave
1033,Coppard Glen,Markham,6.8,L3S2T5,131 Coppard Ave
1034,Danforth Gardens,Toronto,6.8,M1L4H4,20 Santamonica Blvd
1035,DeWitt Carter,Port Colborne,6.8,L3K1X4,435 Fares St
1036,Dr. David Suzuki,Windsor,6.8,N8S1Z9,6320 RAYMOND AVE
1037,Drayton Heights,Drayton,6.8,N0G1P0,75 Wellington St S Box 40
1038,Duke of Connaught,Toronto,6.8,M4L2W6,70 Woodfield Rd
1039,Fairlawn,Caledon,6.8,L7C2P9,12175 Bramalea Road
1040,Father Clair Tipping,Brampton,6.8,L6R1J3,25 Mountainberry Rd
1041,Fossil Hill,Woodbridge,6.8,L4H2P5,2 Firenza Rd
1042,Good Shepherd,Newmarket,6.8,L9N0H2,19112 2nd Concession Road
1043,Guardian Angels,Vaughan,6.8,L4H0Z5,200 Lawford Road
1044,H G Bernard,Richmond Hill,6.8,L4S1E1,245 Bernard Ave
1045,Harrison,Toronto,6.8,M2L1V9,81 Harrison Rd
1046,Huntley Centennial,Carpion,6.8,K0A1L0,118 Langstaff Dr P.O. Box 100
1047,John William Boich,Burlington,6.8,L7L0G2,2474 Sutton Dr
1048,Kilbride,Kilbride,6.8,L7P0L8,6611 Panton St
1049,Lincoln Centennial,St Catharines,6.8,L2N1J5,348 Scott St
1050,Lombardy,Lombardy,6.8,K0G1L0,596 Highway #15
1051,Lorenville,Brampton,6.8,L6X2Z9,10 Lorenville Drive
1052,Margaret Twomey,Marathon,6.8,P0T2E0,21 Chisholm Trail Box 660
1053,Mary Ward,Niagara Falls,6.8,L2J2Z9,2999 Dorchester Rd
1054,Mother Teresa,St Catharines,6.8,L2S2T5,125 First St Louth
1055,Our Lady of Fatima,Chatham,6.8,N7L5A9,545 Baldoon Rd
1056,Our Lady of Fatima,Woodbridge,6.8,L4L7G3,191 Crofters Rd
1057,Our Lady of Wisdom,Orléans,6.8,K1E1R2,1565 St Georges St
1058,Percy Centennial,Warkworth,6.8,K0K3K0,129 Church St Box 70
1059,Phoebe Gilman,East Gwillimbury,6.8,L9N0C1,145 Harvest Hills Blvd
1060,Princess Elizabeth,Orangeville,6.8,L9W1C5,51 Elizabeth St
1061,Queenston Drive,Mississauga,6.8,L5C2G6,3520 Queenston Dr
1062,Reine-des-Bois,Cumberland,6.8,K1E1E6,1450 rue Duford
1063,River Heights,Caledonia,6.8,N3W1L6,37 Forfar St E
1064,Sacred Heart of Jesus,Burlington,6.8,L7M4S5,2222 Country Club Dr
1065,Sainte-Geneviève,Ottawa,6.8,K1G2H7,2198 rue Arch
1066,Sainte-Lucie,Long Sault,6.8,K0C1P0,17 337 rue Dow
1067,Sir Albert Love,Oshawa,6.8,L1G6E6,425 Wilson Rd N
1068,Sir Winston Churchill,Nepean,6.8,K2E6M7,49 Mulvagh Ave
1069,Spencer Valley,Greensville,6.8,L9H6A7,441 Old Brock Road
1070,St Agnes,Waterloo,6.8,N2J2M3,254 Neilson Ave
1071,St Agnes of Assisi,Woodbridge,6.8,L4H2A9,120 La Rocca Ave
1072,St Barbara,Mississauga,6.8,L5N7Z2,1455 Samuelson Circle
1073,St Bernard,Ottawa,6.8,K1T1K8,1722 St Bernard St
1074,St Boniface,Maryhill,6.8,N0B2B0,1354 Maryhill Rd
1075,St Catherine,Metcalfe,6.8,K0A2P0,2717 8th Line Rd
1076,St Cecilia,Toronto,6.8,M6P1R3,355 Annette St
1077,St Francis of Assisi,Mississauga,6.8,L5K1K5,2480 Thorn Lodge Dr
1078,St Francis of Assisi,Orléans,6.8,K4A2T2,795 Watters Rd
1079,St Francis of Assisi,Petawawa,6.8,K8H1L3,18 Regalbuto Ave
1080,St Gabriel,Windsor,6.8,N9E1L8,1400 Roselawn Dr
1081,St Mary,Gloucester,6.8,K1X1G9,5536 BANK ST
1082,St Peter's,Cornwall,6.8,K6H6P1,1811 Second Street East
1083,St Philip,Petrolia,6.8,N0N1R0,420 Queen St Box 490
1084,St Raphael,Mississauga,6.8,L4T2C7,3470 Clara Dr
1085,St Rene Goupil-St Luke,Thornhill,6.8,L3T6K7,135 Green Lane
1086,St Rita,Brampton,6.8,L6Z4V6,30 Summer Valley Dr
1087,St Sebastian,Mississauga,6.8,L5M7L2,3460 Aquinas Ave
1088,Ste-Jeanne-d'Arc,London,6.8,N5V5C1,35 Lane Fallons
1089,Summitview,Stouffville,6.8,L4A5Z4,6551 Main St
1090,Taylor Evans,Guelph,6.8,N1K1T1,271 Stephanie Dr
1091,Terry Fox,Newmarket,6.8,L3X2T1,161 Sawmill Valley Dr
1092,Vellore Woods,Woodbridge,6.8,L4H2T9,115 Starling Blvd
1093,Vradenburg,Toronto,6.8,M1T1M6,50 Vradenberg Dr
1094,William C. Winegard,Guelph,6.8,N1E2H5,72 Lemon St
1095,Adelaide - W G MacDonald,Strathroy,6.7,N7G3H6,29059 School Road
1096,Aldergrove,Unionville,6.7,L3R6Z8,150 Aldergrove Dr
1097,Bath,Bath,6.7,K0H1G0,247 Church St 298
1098,Beaver Valley,Thornbury,6.7,N0H2P0,189 Bruce St Box 340
1099,Bishop Scalabrini,Thornhill,6.7,L4J3B6,290 York Hill Blvd
1100,Blessed John XXIII,Toronto,6.7,M3C3E7,175 Grenoble Dr
1101,Boxwood,Markham,6.7,L3S3P7,30 Boxwood Cres
1102,Brisbane,Erin,6.7,N0B1T0,9426 WELLINGTON RD 124
1103,Cadarackque,Ajax,6.7,L1Z1C7,15 Miles Dr L1G5T8
1104,Cambridge,Embrun,6.7,K0A1W0,2123 Route 500 West
1105,Carruthers Creek,Ajax,6.7,L1S7N6,1 Greenhalf Dr
1106,Cathedral,Pembroke,6.7,K8A5S7,200 Isabella St
1107,Cedarbrook,Toronto,6.7,M1J2V6,56 Nelson St
1108,Chris Hadfield,Bradford,6.7,L3Z1L9,177 Church St 434
1109,Doncrest,Richmond Hill,6.7,L4B2B1,124 Blackmore Ave
1110,Edgewater Park,Thunder Bay,6.7,P7C1H2,511 West Victoria Ave
1111,Father Henri J M Nouwen,Richmond Hill,6.7,L4C0E6,121 Larratt Lane
1112,Ferndale,St Catharines,6.7,L2P1V8,35 Ferndale Ave
1113,Foxboro,Foxboro,6.7,K0K2B0,658 Ashley St
1114,Fred A Hamilton,Guelph,6.7,N1G3R4,160 Ironwood Rd
1115,George B Little,Toronto,6.7,M1G3G9,125 Orton Park Rd
1116,Glen Ravine,Toronto,6.7,M1K4V4,11 Gadsby Dr
1117,Good Shepherd,Courtice,6.7,L1E3B9,20 Farmington Dr
1118,Gosfield North Central,Cottam,6.7,N0R1B0,302 Country Rd 27
1119,Grand Bend,Grand Bend,6.7,N0M1T0,15 Gill Rd Box 520
1120,Holy Cross,Sudbury,6.7,P3E4X5,2997 ALGONQUIN RD
1121,Holy Rosary,Waterloo,6.7,N2T1W5,485 Thorndale Dr
1122,Humewood,Toronto,6.7,M6C2X4,15 Cherrywood Ave
1123,Huron Street,Toronto,6.7,M5R2R6,541 Huron St
1124,Jack Callaghan,Lindsay,6.7,K9V4R5,5 Tracey's Hill Rd
1125,King George VI,Sarnia,6.7,N7V4H7,585 O'Dell Ave
1126,Kleinburg,Kleinburg,6.7,L0J1C0,10391 Islington Ave
1127,Les Rapides,Sarnia,6.7,N7S2B5,1103 av Michigan
1128,L'Harmonie,Waterloo,6.7,N2J2K4,158 Rd Bridgeport E
1129,Lord Roberts,Toronto,6.7,M1K3W5,165 Lord Roberts Dr
1130,Loretto,Niagara Falls,6.7,L2H2T3,6855 Kalar Rd
1131,Marie-Tanguay,Cornwall,6.7,K6H2X1,1500 boulevard Holy Cross
1132,Maryborough,Moorefield,6.7,N0G2K0,73 McGivern St Box 10
